i,z,class
17.29224,17.19424,STAR
17.81537,17.80251,STAR
16.87588,16.64915,GALAXY
16.33457,16.23169,STAR
18.61089,18.50684,STAR
20.32978,20.02594,STAR
20.66794,20.41014,STAR
19.9597,19.47252,QSO
21.29576,21.06864,QSO
21.16977,20.75192,STAR
22.36261,22.69316,GALAXY
19.89924,19.42448,GALAXY
16.8725,16.07416,STAR
20.76107,19.78618,GALAXY
21.38982,21.19366,GALAXY
16.69688,16.47036,GALAXY
20.25055,19.92194,QSO
20.08824,19.89498,QSO
20.9694,20.63648,STAR
21.47327,21.49565,QSO
20.96521,20.75391,QSO
21.06894,21.3987,QSO
21.16608,22.15792,GALAXY
19.18431,18.68421,GALAXY
18.48823,18.23059,STAR
18.17559,17.94559,GALAXY
20.51331,20.42879,QSO
21.21958,20.84376,QSO
20.82221,20.45566,QSO
19.15897,19.09256,STAR
18.90088,18.89344,STAR
21.16642,21.13607,QSO
17.68094,17.60939,STAR
17.90442,17.44259,STAR
17.78176,17.03347,STAR
15.92959,15.83766,STAR
21.46575,21.49684,QSO
17.13628,16.80036,GALAXY
17.14849,16.82598,GALAXY
20.73283,19.83025,GALAXY
20.67774,20.11028,STAR
20.18081,20.29486,STAR
20.59172,19.86629,STAR
17.62395,17.48824,GALAXY
21.01262,22.31777,GALAXY
16.67266,16.54043,STAR
19.36907,19.22107,STAR
20.95748,20.60508,QSO
18.46445,17.94394,GALAXY
19.62027,19.16016,GALAXY
15.14784,15.03148,STAR
15.64534,15.53919,STAR
21.73416,22.25295,QSO
16.72085,16.63606,STAR
21.1305,21.02149,QSO
21.04729,21.00116,GALAXY
21.24257,20.72311,GALAXY
19.76894,19.4108,GALAXY
19.05876,18.71237,STAR
20.08924,20.2764,QSO
19.69803,19.09943,GALAXY
19.76902,19.54487,GALAXY
17.83141,17.43915,GALAXY
17.16471,16.85817,GALAXY
17.78106,17.41883,GALAXY
17.73397,17.7375,STAR
17.06498,16.99293,STAR
16.33501,16.66321,STAR
20.60474,19.86726,GALAXY
19.43674,19.1834,GALAXY
19.41015,18.94862,GALAXY
17.45656,17.34046,GALAXY
17.02536,16.87767,GALAXY
19.87274,20.0926,STAR
16.9411,16.82103,STAR
18.90423,17.21496,STAR
19.42907,18.94941,GALAXY
17.2468,17.05806,GALAXY
18.1113,17.73127,GALAXY
18.71578,18.12627,GALAXY
17.6742,17.3484,GALAXY
20.46101,20.33274,STAR
19.7288,19.27822,GALAXY
17.57802,17.42417,GALAXY
19.62614,18.92902,GALAXY
15.68902,15.54343,STAR
17.03465,16.78284,STAR
20.12962,19.44344,STAR
19.19612,18.71629,GALAXY
20.52604,20.16488,GALAXY
19.68197,19.50832,QSO
21.08789,20.59483,GALAXY
21.69764,20.79757,GALAXY
20.63082,20.5281,QSO
21.70761,21.98381,GALAXY
18.99586,18.89723,STAR
15.40767,15.33096,STAR
19.49989,18.98602,GALAXY
18.6258,17.69002,STAR
20.1535,20.00162,QSO
20.5966,20.8782,QSO
17.80782,17.75676,STAR
17.75131,17.39186,GALAXY
17.929,17.51391,GALAXY
19.82036,19.34679,STAR
14.94626,15.13003,STAR
21.17775,20.89445,QSO
19.80318,19.58664,GALAXY
19.79565,19.57928,QSO
19.57601,19.09911,GALAXY
20.63826,19.94538,GALAXY
19.36547,18.99312,GALAXY
21.16879,21.33389,QSO
19.86966,19.85381,STAR
21.41499,18.34904,STAR
17.23257,16.9508,GALAXY
18.81935,18.37379,STAR
21.54642,20.90852,QSO
15.57976,15.50848,STAR
17.06162,16.67244,GALAXY
20.5675,20.40334,QSO
20.66537,19.48119,GALAXY
20.1214,20.08542,QSO
20.11296,19.81474,GALAXY
18.80277,18.56703,GALAXY
18.97844,19.11399,QSO
19.7354,19.68932,QSO
21.81267,21.64083,QSO
21.01014,20.87909,QSO
19.84662,19.6035,GALAXY
18.74353,18.25145,GALAXY
16.30923,16.25873,STAR
21.15272,20.41391,GALAXY
19.54715,19.16863,GALAXY
17.28492,16.91905,GALAXY
18.6304,18.41409,STAR
15.98836,16.01171,STAR
19.94839,19.62881,QSO
20.55625,20.46945,QSO
20.39922,20.00404,GALAXY
21.86185,23.02369,QSO
20.19353,19.35602,STAR
18.46054,17.84328,GALAXY
21.15048,20.96061,STAR
19.51943,19.56985,QSO
20.0057,19.6115,GALAXY
16.88536,16.86784,STAR
20.40142,20.43604,QSO
18.4032,18.04387,GALAXY
20.2185,19.60343,GALAXY
19.76886,19.18291,GALAXY
19.53703,19.12134,GALAXY
19.18054,18.76266,GALAXY
19.80423,19.36833,GALAXY
20.18507,20.39898,QSO
16.42973,16.31669,STAR
20.97973,20.7597,QSO
21.73307,21.37796,QSO
19.05426,18.50829,GALAXY
20.70606,19.7946,STAR
19.62571,19.78319,STAR
18.17497,17.77524,GALAXY
22.02533,21.00672,QSO
16.06453,15.88665,STAR
19.06018,18.93444,GALAXY
19.07388,18.79417,GALAXY
18.83198,18.35916,GALAXY
22.41133,23.07303,QSO
16.98773,16.64997,GALAXY
17.01434,16.69131,GALAXY
18.26316,17.85988,GALAXY
15.2936,15.0715,GALAXY
19.54607,19.08899,GALAXY
19.58634,19.18532,GALAXY
16.71979,16.69741,STAR
17.40938,17.51505,STAR
18.69805,18.16553,GALAXY
19.84014,19.7226,QSO
19.74182,19.69523,STAR
19.81445,18.96188,STAR
20.49518,20.44467,QSO
15.64408,15.62839,STAR
17.50487,17.49683,STAR
19.69655,19.64428,QSO
21.40896,21.19727,GALAXY
14.1304,14.12697,STAR
19.80978,19.64104,QSO
20.99916,20.46283,GALAXY
20.56464,19.9065,GALAXY
17.57921,17.13409,GALAXY
18.00287,17.82892,QSO
20.86786,20.92486,QSO
19.1811,18.76784,QSO
20.85118,20.55076,GALAXY
18.34538,18.1657,STAR
16.89711,16.53317,GALAXY
16.28878,16.14036,STAR
19.27588,19.21531,QSO
20.1212,20.08068,QSO
16.55402,16.1824,GALAXY
20.68234,20.81245,GALAXY
20.20307,20.54441,QSO
22.33604,22.22839,STAR
16.97019,16.758,GALAXY
20.96912,21.34962,GALAXY
16.60414,16.23362,GALAXY
17.40647,17.09282,GALAXY
16.63223,16.37323,GALAXY
21.48755,20.98698,QSO
19.34162,19.04204,GALAXY
15.83826,15.71648,STAR
17.07424,16.97082,STAR
21.30874,20.71856,QSO
20.25837,20.13912,QSO
21.18009,20.88283,QSO
19.74205,19.54218,QSO
17.68206,17.25164,GALAXY
18.06331,17.62171,GALAXY
18.17733,18.14529,STAR
19.87872,19.81852,STAR
19.10961,18.54,GALAXY
20.08888,19.78019,GALAXY
20.80262,21.12746,QSO
20.04339,19.6541,GALAXY
21.37561,21.2389,STAR
20.38095,20.19589,QSO
19.32704,19.00805,QSO
19.80946,19.36149,GALAXY
20.25072,20.1754,QSO
18.65047,18.4725,STAR
18.99303,18.85213,QSO
19.65838,19.11823,GALAXY
18.32969,18.32364,QSO
20.23426,19.56998,GALAXY
17.43945,17.27275,GALAXY
19.93982,20.04022,STAR
18.7521,18.14206,STAR
18.34677,17.29135,STAR
17.00806,16.79604,QSO
17.29362,16.95236,GALAXY
18.62322,18.25669,GALAXY
19.62365,19.10312,GALAXY
21.68436,21.91028,STAR
17.0935,16.85732,STAR
19.62094,18.99821,GALAXY
20.87232,20.83961,QSO
20.70562,20.84012,GALAXY
18.58595,18.40588,QSO
17.02876,16.67146,GALAXY
19.82768,19.9558,QSO
19.67957,19.59182,QSO
18.9097,18.81686,GALAXY
18.56685,18.1018,GALAXY
17.73634,17.60714,GALAXY
21.14779,21.09743,QSO
19.20464,18.75695,GALAXY
18.68229,18.23415,GALAXY
19.23383,19.08973,STAR
16.99763,22.8269,GALAXY
18.79832,18.36479,GALAXY
19.61553,19.55749,QSO
20.86112,21.94606,QSO
18.35607,18.20012,QSO
20.56416,20.08217,QSO
18.87441,18.69864,QSO
21.67249,20.95972,STAR
18.25636,17.80202,STAR
21.05632,20.6203,QSO
19.85918,19.77744,QSO
21.7326,23.14428,STAR
21.61243,20.98825,QSO
17.21132,17.03781,GALAXY
19.83886,19.31039,GALAXY
21.98885,21.37145,STAR
20.82224,20.17354,STAR
20.41622,19.62284,GALAXY
18.14644,18.04793,STAR
21.14096,20.87264,STAR
19.69828,19.23253,GALAXY
17.03094,16.69127,GALAXY
17.0549,16.92404,STAR
16.03987,15.95854,STAR
18.1734,18.17867,QSO
15.63513,15.59028,STAR
21.33955,21.258,GALAXY
19.71143,19.09498,GALAXY
17.01884,17.06182,STAR
17.65632,17.5722,GALAXY
20.87686,20.4384,GALAXY
17.11722,16.85782,GALAXY
17.0317,17.10511,STAR
17.54563,17.44993,QSO
19.82533,19.57816,GALAXY
20.49849,20.38037,QSO
20.80907,20.87152,QSO
21.04731,20.85033,QSO
19.76613,19.73094,STAR
21.27629,20.48597,QSO
17.41481,16.36096,STAR
18.40486,18.08596,GALAXY
18.0895,17.64055,GALAXY
18.69085,18.17123,GALAXY
20.14463,19.59784,GALAXY
16.87355,16.55942,GALAXY
20.07203,19.94948,QSO
19.89911,19.33835,GALAXY
19.1475,18.68771,GALAXY
20.5707,19.93214,GALAXY
19.89301,19.31228,GALAXY
19.19493,18.62627,GALAXY
22.16667,21.69843,QSO
20.59171,19.89803,GALAXY
20.71385,19.80588,GALAXY
18.78185,18.76379,STAR
20.75896,19.96103,STAR
19.55823,19.24413,GALAXY
21.64418,21.37527,GALAXY
18.88628,18.36716,STAR
19.59696,19.65036,STAR
15.21501,15.15768,STAR
21.04417,22.08773,GALAXY
19.68408,19.23329,GALAXY
16.48758,16.29273,GALAXY
17.36458,17.05799,GALAXY
19.22058,18.6949,GALAXY
17.5234,17.80298,GALAXY
19.47742,18.93143,GALAXY
19.61253,19.36243,QSO
15.33011,15.2559,STAR
17.90613,17.80887,QSO
18.34721,18.18352,GALAXY
20.97315,20.62916,STAR
19.47421,19.23552,QSO
19.4966,18.95104,GALAXY
19.27995,18.63527,GALAXY
19.79116,19.32768,GALAXY
19.62449,19.63577,STAR
16.09808,15.96883,STAR
19.74702,19.4298,GALAXY
17.79002,17.45071,GALAXY
18.05574,17.67922,GALAXY
16.87727,16.87683,QSO
21.79621,21.90291,GALAXY
20.79851,19.96576,GALAXY
20.42348,20.1252,QSO
21.39495,22.61141,QSO
19.45845,19.46964,QSO
19.80026,19.27539,GALAXY
17.391,16.19049,STAR
16.06454,16.02996,STAR
18.67256,18.251,GALAXY
17.04497,16.64253,GALAXY
15.42563,15.10048,GALAXY
19.10647,18.72216,GALAXY
19.37421,18.91545,GALAXY
18.42237,17.85183,GALAXY
15.60217,15.53277,STAR
18.77771,18.85147,STAR
19.58243,19.28244,GALAXY
18.59554,18.41683,STAR
19.92784,19.98639,QSO
20.52369,19.64881,STAR
17.0943,16.74113,GALAXY
19.95984,19.74345,QSO
20.65412,20.5444,QSO
20.48166,20.55261,QSO
20.07809,19.53016,GALAXY
18.85151,18.53759,GALAXY
22.44037,22.17338,STAR
19.995,20.01349,QSO
18.52655,18.07444,GALAXY
19.47497,18.96469,GALAXY
18.86326,18.49749,GALAXY
18.22658,18.14936,STAR
17.18697,17.06853,STAR
18.09145,18.3647,QSO
19.77514,19.57494,QSO
21.49107,21.62751,QSO
21.37995,21.57669,QSO
19.26762,18.67421,GALAXY
19.95224,19.49095,GALAXY
18.61692,18.19862,GALAXY
19.38862,18.80692,GALAXY
17.25208,16.95006,GALAXY
21.08128,20.58701,QSO
19.5943,19.3604,GALAXY
19.90759,19.19551,GALAXY
17.27851,16.87664,GALAXY
16.10071,15.75895,GALAXY
15.89867,15.51525,GALAXY
16.54764,16.30774,STAR
18.94552,18.93634,QSO
20.00876,19.557,GALAXY
21.69096,20.62526,GALAXY
20.70811,21.03552,QSO
19.05082,17.40808,QSO
19.82965,19.19133,GALAXY
19.66719,19.5911,QSO
18.48734,18.46356,STAR
18.04655,17.62947,GALAXY
20.26619,19.7599,GALAXY
22.41799,21.6447,GALAXY
21.33959,20.61481,GALAXY
19.63599,19.24834,GALAXY
21.58932,21.53514,QSO
20.98513,21.11331,QSO
20.00581,19.41156,GALAXY
20.40608,20.35057,QSO
19.1229,19.03642,STAR
20.26562,19.60374,GALAXY
19.19319,19.01661,QSO
18.64241,18.38934,STAR
20.96709,20.92783,QSO
18.34387,18.33621,STAR
20.61265,19.91955,GALAXY
19.59116,19.61336,GALAXY
19.47626,19.00593,GALAXY
14.76865,14.49249,GALAXY
16.98988,16.75104,GALAXY
21.3387,21.43511,STAR
21.15849,21.12499,QSO
20.20254,20.03061,STAR
16.65336,16.62115,STAR
15.71778,15.49411,STAR
20.30565,20.11292,QSO
16.26839,16.2533,STAR
20.29588,20.31503,GALAXY
20.4063,19.87456,GALAXY
18.53477,18.18734,STAR
20.04211,19.82096,QSO
16.88409,16.8687,STAR
20.51927,19.80624,GALAXY
21.75525,21.64843,QSO
21.96748,21.68043,QSO
17.34415,17.13678,STAR
16.95595,16.91596,STAR
22.16086,21.7891,QSO
19.48752,19.49595,STAR
21.18104,20.422,QSO
20.13564,19.72009,GALAXY
18.5063,18.1039,GALAXY
15.80249,15.78081,STAR
17.46582,17.12476,STAR
17.95674,17.90752,STAR
17.55586,17.53393,STAR
17.03971,16.66492,GALAXY
14.81264,14.45848,GALAXY
19.11472,18.66241,STAR
20.02067,19.58067,GALAXY
21.22882,20.48675,QSO
20.49698,19.77733,GALAXY
19.4296,19.13523,QSO
19.59233,19.18217,GALAXY
17.90136,17.93922,GALAXY
19.56584,19.07426,GALAXY
19.45387,18.93719,GALAXY
21.13775,20.94894,QSO
15.91656,15.51637,GALAXY
21.47584,21.78604,GALAXY
21.5773,21.50557,QSO
17.11413,17.04445,STAR
16.30393,16.23425,STAR
19.47438,19.5509,STAR
20.45272,20.32026,QSO
19.85573,19.23544,STAR
20.82534,20.37237,STAR
19.16463,18.90286,QSO
19.65456,19.19861,GALAXY
16.92206,16.80857,STAR
21.47265,21.68834,GALAXY
21.69442,20.95549,GALAXY
17.59609,17.16781,GALAXY
19.57859,19.17543,GALAXY
17.37372,17.04002,GALAXY
19.61989,19.16798,GALAXY
15.08531,14.95782,STAR
15.35805,15.23041,STAR
15.27678,15.15918,STAR
14.92111,14.77447,STAR
19.76433,22.82689,STAR
18.59467,18.20858,GALAXY
18.40638,17.95882,GALAXY
18.18685,17.84968,GALAXY
19.22464,18.80808,GALAXY
20.57804,19.83719,GALAXY
21.72137,21.31038,QSO
19.39064,19.42427,STAR
18.46231,18.53763,QSO
18.58289,18.15621,GALAXY
20.43114,20.18698,GALAXY
19.60493,19.15056,GALAXY
17.55887,17.21565,GALAXY
18.85305,18.42973,GALAXY
22.33701,21.86016,GALAXY
17.32146,17.171,GALAXY
16.80313,16.5052,GALAXY
20.00923,19.57977,QSO
21.85751,21.009,QSO
20.36466,20.29458,QSO
19.34452,19.01711,GALAXY
20.75197,19.92584,GALAXY
20.50799,19.85151,QSO
21.87491,22.25152,QSO
20.29284,20.25543,QSO
21.00285,20.70335,QSO
15.38117,15.07059,GALAXY
19.30452,19.01089,QSO
20.11051,19.80442,GALAXY
20.6566,20.52808,QSO
21.19504,20.158,STAR
20.71933,19.74006,GALAXY
20.17924,19.4451,GALAXY
19.67701,19.30153,GALAXY
17.89,17.48387,GALAXY
18.04383,17.66381,GALAXY
16.77802,16.44571,STAR
16.65681,16.49848,STAR
19.54885,19.32363,STAR
20.09832,19.6748,GALAXY
19.51394,18.85832,GALAXY
19.86848,19.3671,GALAXY
16.42752,16.0434,GALAXY
18.34413,17.68612,STAR
19.16481,19.12058,QSO
21.23156,21.19997,QSO
21.39108,21.03818,QSO
21.37202,21.55661,QSO
16.75664,16.52784,GALAXY
19.3755,18.981,GALAXY
17.15355,16.73497,GALAXY
17.73034,17.51805,STAR
15.34715,15.24768,STAR
17.08078,15.96335,STAR
16.05854,15.96477,STAR
18.21882,18.19687,QSO
19.38258,19.48617,QSO
20.09165,19.54731,QSO
20.77701,20.80376,QSO
20.45928,19.86949,GALAXY
19.55851,19.07042,GALAXY
20.61868,20.48267,STAR
18.73773,18.34704,GALAXY
15.48198,15.13906,GALAXY
17.00533,16.6361,GALAXY
19.4134,19.01976,GALAXY
16.87472,16.59826,GALAXY
16.19103,16.07045,GALAXY
15.79941,15.40219,GALAXY
20.55884,20.07757,QSO
17.3589,17.01291,GALAXY
16.04096,16.01527,STAR
21.5043,21.27912,STAR
20.4383,20.09717,QSO
15.06979,15.01804,STAR
19.32398,19.20868,GALAXY
21.28914,22.35089,GALAXY
17.00865,16.8577,STAR
19.11386,18.90697,QSO
21.17584,21.38506,QSO
19.18808,18.72128,GALAXY
19.81453,19.20378,GALAXY
16.96977,16.74814,GALAXY
18.7143,18.59329,STAR
21.09543,20.92569,QSO
18.66935,18.35217,STAR
21.75075,21.74379,QSO
20.02285,19.24929,STAR
19.56546,19.23086,GALAXY
19.01778,18.52416,GALAXY
19.07575,18.94147,QSO
20.69683,20.15807,QSO
20.3985,20.08472,QSO
20.40023,20.2975,QSO
17.68046,17.4248,GALAXY
17.75767,17.71113,STAR
20.34101,19.43182,GALAXY
17.86497,17.48841,GALAXY
22.1049,23.09812,GALAXY
23.84127,19.59454,QSO
18.95313,18.47714,GALAXY
21.32617,21.8749,QSO
19.03583,19.24387,STAR
20.37314,19.61317,GALAXY
16.80126,16.51303,GALAXY
16.26855,16.02362,STAR
18.45813,18.37308,QSO
15.23334,14.87927,GALAXY
17.3013,17.22506,GALAXY
18.7238,18.30249,GALAXY
19.7358,19.44159,GALAXY
19.60116,19.17789,GALAXY
20.19967,20.26318,QSO
19.9634,19.45296,STAR
17.03233,16.66936,GALAXY
20.37684,19.66668,GALAXY
21.37062,21.30842,QSO
19.46206,19.37305,QSO
16.43762,16.3576,STAR
20.63982,20.27305,QSO
21.18207,20.56244,QSO
19.58899,19.41127,GALAXY
21.35231,20.33413,STAR
18.30021,18.02694,QSO
17.27405,16.99031,GALAXY
20.555,19.83486,GALAXY
19.57903,19.04657,GALAXY
20.72423,20.2649,QSO
20.022,19.71974,GALAXY
21.7107,21.50854,STAR
21.24306,21.07966,QSO
19.46717,19.22285,GALAXY
18.54158,18.16632,GALAXY
20.56984,20.54583,STAR
21.45196,20.95915,GALAXY
19.39872,18.85185,GALAXY
20.73084,20.25097,GALAXY
18.55466,18.20591,GALAXY
19.84691,19.71015,QSO
21.30058,21.433,STAR
16.77007,16.58754,GALAXY
20.63145,19.91756,GALAXY
16.88191,16.61288,STAR
18.42121,18.42163,STAR
15.37734,15.27932,STAR
16.94043,16.87423,STAR
20.01828,19.57808,GALAXY
19.55625,19.01934,GALAXY
15.64597,15.60042,STAR
19.70605,19.14596,GALAXY
20.90799,21.10738,STAR
20.91889,20.62387,STAR
17.36646,17.28828,STAR
17.78288,17.77688,STAR
21.92114,21.14932,QSO
19.19127,18.63929,GALAXY
18.92723,18.44906,GALAXY
21.35967,21.28545,QSO
21.79355,21.10603,QSO
19.91153,20.10839,GALAXY
20.54423,20.38855,GALAXY
18.21072,17.80478,GALAXY
17.4787,17.30753,STAR
18.00604,17.96782,STAR
15.5666,15.45228,STAR
18.90942,18.85867,QSO
16.75522,16.5158,GALAXY
16.22864,14.8728,STAR
20.0659,20.04466,QSO
19.78122,19.76546,QSO
20.68598,20.38309,QSO
19.5494,19.60902,QSO
17.15532,16.74437,GALAXY
21.13008,20.67307,QSO
20.9602,20.78258,QSO
17.81633,17.54567,STAR
21.66392,21.33144,QSO
16.74186,16.39088,GALAXY
19.33707,18.90336,GALAXY
20.20409,20.08992,QSO
18.60686,18.49838,STAR
19.8754,19.42227,GALAXY
20.09877,19.44523,GALAXY
19.27535,19.25747,STAR
18.89468,18.38039,GALAXY
19.52361,19.10893,GALAXY
18.68276,18.47122,QSO
19.44524,19.49576,STAR
22.21885,21.13111,GALAXY
21.71617,21.53337,GALAXY
21.68089,21.14988,GALAXY
19.05343,18.55613,GALAXY
19.23608,18.69837,GALAXY
21.84399,22.64928,STAR
21.44793,22.00931,QSO
19.24854,18.89262,GALAXY
19.10106,18.69819,GALAXY
19.88345,19.2298,GALAXY
17.48865,17.14085,GALAXY
21.22643,21.11287,QSO
17.79674,17.44372,GALAXY
18.60859,18.15418,GALAXY
20.4975,19.87273,GALAXY
17.2629,16.92938,GALAXY
19.28837,19.42361,QSO
21.37542,21.69201,QSO
20.14204,20.1862,STAR
19.75292,19.28524,STAR
21.56686,23.60069,QSO
20.49745,20.193,QSO
20.31132,20.13984,STAR
19.57864,18.84795,GALAXY
20.42326,19.50407,GALAXY
17.36795,17.18435,GALAXY
17.99719,17.7683,STAR
18.70772,18.41196,GALAXY
19.29996,19.12689,QSO
21.09698,21.33288,QSO
21.70898,22.11828,QSO
21.26958,22.8269,GALAXY
21.82737,21.20383,QSO
19.74622,19.7758,STAR
19.30606,18.87232,STAR
21.23042,20.36201,GALAXY
21.95722,21.24711,GALAXY
19.01158,18.74273,QSO
18.84845,18.70505,QSO
18.818,18.40646,GALAXY
20.14635,19.82142,QSO
20.29574,20.0557,QSO
20.64433,19.69674,GALAXY
19.65269,19.03999,GALAXY
16.94207,16.70258,GALAXY
16.20895,16.12899,GALAXY
17.24442,16.84601,GALAXY
16.66949,16.62293,GALAXY
17.18491,16.89118,GALAXY
21.40765,21.2224,GALAXY
20.26347,19.61116,GALAXY
21.84747,22.77043,GALAXY
19.6036,19.16101,GALAXY
19.05438,19.17167,STAR
20.97466,20.84187,QSO
19.72139,19.58502,QSO
18.70451,17.77031,STAR
16.72354,16.69971,STAR
19.39044,19.1714,QSO
20.19841,19.49736,GALAXY
21.7458,19.28479,STAR
20.78455,18.74229,STAR
15.15415,14.25355,STAR
20.16977,20.14037,STAR
20.47243,20.54082,STAR
20.63118,19.7633,GALAXY
19.49007,19.02352,QSO
18.11014,17.75549,GALAXY
18.20772,17.67208,STAR
18.16865,17.42339,STAR
20.56117,21.71393,STAR
21.29153,21.32257,QSO
20.84407,20.34538,GALAXY
16.67735,16.59722,STAR
18.83362,18.48196,GALAXY
18.58611,18.02783,STAR
19.44846,18.99656,GALAXY
19.57265,19.05452,GALAXY
20.8279,20.55224,QSO
21.3567,21.23774,STAR
21.90792,20.82592,GALAXY
17.80803,17.38354,GALAXY
15.85048,15.46411,GALAXY
20.06545,19.71103,STAR
20.60682,19.90017,GALAXY
19.37902,19.49232,QSO
22.12964,20.80498,GALAXY
17.58061,17.61334,GALAXY
14.59486,14.45802,STAR
17.08525,17.02419,STAR
21.60489,22.51122,STAR
20.04472,19.95022,QSO
20.71437,20.31126,QSO
18.39226,18.00114,GALAXY
19.08619,19.07112,QSO
21.48338,20.78913,QSO
21.3343,21.0008,QSO
19.70983,19.6621,STAR
16.57863,16.55024,GALAXY
20.41151,20.62808,QSO
20.89157,21.26122,QSO
18.969,19.00784,QSO
16.02777,15.81264,STAR
17.27493,16.90391,GALAXY
17.86296,17.49817,GALAXY
19.78999,19.54802,GALAXY
20.08854,19.4756,GALAXY
19.44663,18.95467,GALAXY
20.24606,19.47551,GALAXY
19.76197,19.16341,GALAXY
17.05075,16.59717,GALAXY
18.18763,17.87033,GALAXY
21.24487,21.34306,QSO
19.81263,19.58211,QSO
17.18983,16.82763,GALAXY
17.10126,16.80956,GALAXY
16.35426,16.05334,GALAXY
18.22327,17.828,GALAXY
20.05958,19.93543,GALAXY
18.1587,17.93505,STAR
19.59986,19.1178,GALAXY
18.79715,18.67326,QSO
16.52587,16.51668,STAR
20.97779,20.29104,GALAXY
20.55234,19.86508,GALAXY
22.16712,21.11396,GALAXY
19.97832,19.47729,QSO
20.71902,19.76696,GALAXY
19.29365,18.87027,GALAXY
20.32285,19.83425,GALAXY
19.28272,18.86936,GALAXY
17.2991,16.95022,GALAXY
19.53986,19.37885,GALAXY
19.28471,18.60983,GALAXY
20.11038,19.55794,GALAXY
21.2225,21.1112,STAR
16.52242,16.13673,GALAXY
20.38523,19.64591,GALAXY
19.04868,18.66727,GALAXY
19.15624,18.64151,GALAXY
20.71314,20.67085,QSO
20.3274,20.211,QSO
21.57071,22.48817,QSO
20.88394,19.91209,GALAXY
22.05487,22.46294,QSO
21.01271,20.72072,QSO
20.99344,21.19122,QSO
22.02402,21.07,GALAXY
20.0636,20.02787,STAR
17.68377,17.23991,GALAXY
17.6034,16.92646,STAR
18.82199,18.48135,STAR
18.2593,18.18033,STAR
16.703,16.35634,GALAXY
19.71601,19.6933,STAR
16.68454,16.5939,STAR
19.67702,18.96998,GALAXY
17.24983,16.92706,GALAXY
18.85926,18.28493,GALAXY
17.79823,17.76473,STAR
21.18729,20.40723,QSO
17.12516,16.94694,STAR
15.7253,15.72721,STAR
20.00939,20.17113,GALAXY
19.41276,18.75714,STAR
18.82146,18.36012,GALAXY
16.43734,16.06305,GALAXY
18.47552,17.73879,STAR
15.48449,15.34318,STAR
17.95907,17.2228,STAR
22.023,21.92443,QSO
21.35582,21.3998,QSO
19.94933,19.64194,GALAXY
20.41922,19.6258,STAR
21.85952,21.3294,QSO
18.77458,18.23896,GALAXY
19.87599,19.9517,STAR
21.33046,20.82131,QSO
21.49062,21.30885,QSO
16.89622,16.66818,STAR
18.15339,17.77337,GALAXY
20.41119,19.87891,GALAXY
19.64864,18.91859,GALAXY
19.67652,19.28496,GALAXY
18.98194,18.86117,QSO
17.69168,17.31815,GALAXY
18.02641,17.75033,GALAXY
20.53949,19.84727,GALAXY
21.17737,20.77056,QSO
21.0953,21.28325,QSO
16.97145,16.71059,STAR
19.71549,19.52388,QSO
18.57023,17.8811,STAR
20.37186,20.41598,QSO
19.69804,19.82558,QSO
19.25989,19.01677,STAR
20.39138,20.61161,STAR
21.13449,20.34689,QSO
16.34017,15.95515,GALAXY
17.35316,17.00539,GALAXY
18.6247,18.30227,GALAXY
17.03998,16.72029,GALAXY
18.68271,18.61917,QSO
18.69493,18.32251,GALAXY
20.41389,20.3299,STAR
18.73609,18.1171,GALAXY
18.8878,18.31877,STAR
20.11423,19.95805,GALAXY
16.94913,16.58041,GALAXY
19.02143,18.99331,STAR
19.38795,19.42604,STAR
18.09699,17.61644,GALAXY
18.19874,18.08649,STAR
19.19706,18.93764,QSO
17.19697,16.83571,GALAXY
17.60279,17.26163,GALAXY
18.86237,18.49121,GALAXY
17.6478,17.203,GALAXY
16.84327,16.58259,GALAXY
19.33161,18.89661,GALAXY
21.39683,20.92806,QSO
16.60553,16.48149,GALAXY
16.2296,15.91294,GALAXY
19.80319,19.21526,GALAXY
19.89151,19.70027,QSO
21.06549,21.33542,QSO
20.4598,19.77101,GALAXY
21.27001,21.6249,QSO
17.14811,16.7937,GALAXY
21.54276,20.96635,STAR
21.58524,20.97618,QSO
18.03041,17.68464,GALAXY
19.81636,19.51821,STAR
17.73249,17.37212,GALAXY
19.78708,19.49183,GALAXY
16.46716,16.13719,GALAXY
21.37325,20.76105,QSO
16.82288,16.6944,STAR
21.57686,21.05819,QSO
20.51228,19.27528,GALAXY
20.55994,19.82513,GALAXY
18.23786,18.20288,STAR
18.1305,18.14886,GALAXY
17.22791,16.96564,GALAXY
16.39926,16.18518,GALAXY
19.80479,19.54978,QSO
19.36785,19.35576,QSO
20.66507,21.19105,QSO
19.32577,19.00213,GALAXY
16.45715,16.08879,GALAXY
15.80546,15.4243,GALAXY
21.29518,20.44532,GALAXY
19.79292,18.99847,GALAXY
17.24676,17.15001,STAR
17.25511,16.88323,GALAXY
16.94072,16.63867,GALAXY
16.0123,15.83892,GALAXY
16.80391,16.42653,GALAXY
16.54767,16.50664,STAR
19.92271,20.09052,STAR
19.02812,18.67181,GALAXY
21.37126,21.64624,STAR
20.11444,20.05982,STAR
20.05084,20.2453,QSO
20.39783,19.60521,GALAXY
19.04574,18.63362,GALAXY
19.75851,19.28857,GALAXY
19.89592,19.3645,GALAXY
16.86456,16.31424,STAR
15.76254,15.43552,STAR
